,BNPIDRXA,BNPIF3AX,BNPIF3XM,BPFXSTGU,BNPICCE3,BNPIVMRU,BPCURVW4,BNPIVCXA,BNPIAIRT,BPFXGGUR,BNPIFXMG,BNPIAIRU,BNPIAIRG,BNPIAIRJ,BNPIAIRE,BNPIEC03,BNPIAIRB,BNPIPLEE,BNPIPMEE,BNPIPQEE,BNPIPVEE,BNPILUEE,BNPIPMUH,BNPIPQUH,BNPIPVUH,BNPIMDEA,BNPIAIFH,BNPICVXA
01/11/2012,246.4582,427.0332,208.4643,118.0664,212.5966,129.1502,112.7272,124.2768,109.903,166.992,136.9597,117.9907,170.6515,160.5139,119.6985,199.1247,107.4789,141.4309,175.7401,151.3544,135.1426,123.2056,115.0314,128.4313,92.1414,1485.6782,119.359,126.6966
02/11/2012,246.7065,427.0034,208.6001,118.3437,211.6908,130.6841,112.7385,123.8278,110.0342,167.2168,136.5948,117.6661,171.2204,160.8703,120.1413,199.5009,107.4699,141.2411,175.2453,151.347,134.8801,122.7181,114.6764,127.7741,92.0099,1492.4332,119.0763,126.2405
05/11/2012,246.7369,430.03,208.5663,118.4558,211.8684,129.5457,112.7531,124.0145,110.1778,167.5887,136.4142,117.667,171.1195,161.3425,120.0253,199.7082,107.5432,141.3012,174.9627,151.3498,134.5652,122.3811,114.8824,127.7746,91.992,1486.2732,119.0811,126.3924
06/11/2012,246.4457,431.2464,207.902,118.4078,212.5858,129.9288,112.7398,123.6348,110.0213,168.0619,136.5147,117.696,171.1714,161.5954,120.1912,199.8751,107.5908,141.6491,175.0166,151.6875,134.7793,122.3803,114.8903,127.751,92.4246,1484.7152,119.1923,126.0273
07/11/2012,246.8601,430.9363,209.191,118.5059,210.6032,129.445,112.7773,123.307,110.0951,167.7209,136.3308,115.9996,169.9444,162.4297,119.0318,199.2642,107.5425,141.713,175.4575,151.6682,134.8413,121.9468,115.6019,128.1384,92.0011,1477.586,119.2508,125.752
08/11/2012,246.8187,430.5,208.7647,118.5395,209.0333,128.6709,112.764,123.4494,110.1791,167.4554,136.1594,116.3768,170.6953,161.6737,119.369,199.594,107.6567,141.5244,175.3452,151.4314,134.1907,121.873,116.1716,127.9102,92.0762,1466.2747,119.4128,125.9012
09/11/2012,246.9699,435.7548,207.9844,118.5713,209.4037,128.9815,112.7713,123.5965,110.2713,166.9607,135.8834,116.4711,171.2578,161.9765,120.2904,199.7964,107.7296,141.3374,175.0645,151.1734,133.9702,121.7897,116.1743,127.9038,91.9761,1464.4569,119.4582,126.0036
12/11/2012,247.1967,432.5661,207.9707,,209.6591,129.4015,,123.7899,110.3022,167.398,135.9084,117.4515,172.2113,162.3525,120.7773,200.1237,107.8558,141.2973,175.4604,151.4097,134.2145,121.3405,116.0434,128.0674,91.7313,1462.5187,119.5564,126.2196
13/11/2012,247.4045,427.9198,209.0557,118.5918,209.1454,131.0829,112.7802,123.7721,110.3147,167.2934,135.8863,117.6009,172.5219,162.8065,121.0779,200.9995,107.9467,141.222,175.6828,151.454,133.4712,121.2555,116.7321,128.167,91.747,1459.5195,119.7041,126.1799
14/11/2012,247.1321,429.0613,209.1473,118.5739,207.0566,131.0359,112.7744,123.8589,110.3358,166.9276,135.8244,116.9006,172.3733,163.3181,121.3839,200.7203,107.9369,141.2303,176.0011,151.7472,133.8792,121.0661,116.7314,128.277,91.8447,1454.2488,119.6868,126.2683
15/11/2012,247.1944,429.4372,208.6702,118.5638,206.8637,130.228,112.78,124.0003,110.3585,166.7995,136.0992,117.0074,171.8728,161.603,121.4024,200.4137,107.9211,140.641,175.2522,150.7664,133.3542,120.8084,116.2135,128.1372,91.8772,1443.6967,119.5173,126.392
16/11/2012,246.348,428.651,209.4252,118.6191,207.7784,129.7323,112.7704,124.0127,110.3575,166.9029,135.7601,117.5694,171.2631,159.8481,120.769,199.0412,108.0845,140.645,175.4868,150.4789,133.069,121.4591,116.8766,128.3393,91.8198,1436.7596,119.5692,126.424
19/11/2012,245.9157,430.7387,207.3856,118.5431,209.8907,132.0316,112.7662,123.9879,110.4754,167.7985,136.4504,117.5782,170.4749,159.628,120.4545,201.8956,108.1621,140.7146,175.141,150.3702,132.9201,121.392,116.7397,127.9749,91.7554,1446.72,119.6658,126.3831
20/11/2012,246.4093,427.8756,208.6217,118.4908,210.1886,132.8944,112.751,124.0047,110.5539,167.9302,136.4754,117.8289,170.7664,160.4871,120.9982,202.2877,108.1527,140.945,175.6944,150.5391,132.6655,121.3853,116.927,127.8855,91.4375,1444.1904,119.729,126.4173
21/11/2012,246.2017,428.8758,209.486,118.415,210.3146,133.0935,112.7263,124.1192,110.5706,168.034,136.7583,117.835,171.2728,160.5489,121.4876,202.7185,108.2541,141.0487,175.076,150.6737,133.2296,121.6082,116.9403,127.9821,91.5768,1446.6924,119.6919,126.5327
23/11/2012,246.4375,428.6108,208.924,118.3477,210.2455,133.219,112.7106,124.1413,110.7201,168.595,137.4952,117.5693,171.0826,,121.5423,201.6808,108.4831,141.7036,176.3111,151.1983,133.7191,121.9109,116.6794,127.7281,91.4985,1454.3079,119.1349,126.5608
26/11/2012,246.6246,430.4639,208.1313,118.357,210.8502,133.8111,112.7007,124.2253,110.7778,168.4792,137.4697,117.8843,171.0841,160.2549,121.7471,203.4462,108.561,142.0301,176.3829,151.5327,134.1343,121.7603,116.7436,127.7261,91.6372,1453.9988,119.2718,126.6504
27/11/2012,246.8647,428.133,207.7034,118.3929,211.1653,133.7962,112.7025,124.3567,110.8472,168.3486,137.2768,117.9893,171.7312,160.6916,122.396,204.1631,108.6504,142.305,176.671,151.3149,133.8824,121.8978,117.1265,127.8787,91.6804,1458.8707,119.3405,126.7857
28/11/2012,247.0108,428.6244,207.3801,118.4228,210.9599,133.1008,112.7362,124.3831,110.8208,168.3896,137.1305,117.9752,171.9383,160.6556,122.6504,204.6664,108.5271,142.649,176.8085,151.6061,133.9626,122.0765,116.7468,127.552,91.658,1465.1607,119.3906,126.8166
29/11/2012,246.4463,430.7723,206.8897,118.3877,210.7058,134.1052,112.723,124.1814,110.8401,168.1129,137.4135,118.0856,171.5756,160.6147,122.2504,201.8801,108.5736,142.7103,176.9426,151.9241,134.7824,122.0338,116.7853,127.4302,91.247,1479.31,119.418,126.6402
30/11/2012,246.5781,428.4179,205.1567,118.3376,210.8108,134.31,112.7191,124.1348,110.8634,168.1228,137.5302,117.9312,171.9025,161.0431,122.5134,202.7127,108.6808,142.267,176.827,151.3136,134.2978,122.4646,116.9377,127.6143,91.3241,1485.5384,119.4237,126.5991
03/12/2012,246.6591,427.8914,204.9285,118.3157,212.245,133.8745,112.7112,124.2969,110.9381,167.9431,137.7115,118.2437,172.205,161.0547,122.6578,202.8218,108.704,142.6072,177.2579,152.1246,134.744,122.1547,117.0046,127.5529,91.4858,1476.621,119.4194,126.7599
04/12/2012,247.0464,426.3182,204.2698,118.3308,212.4783,133.3106,112.728,124.2844,110.9664,168.3319,137.7208,118.29,172.7034,161.5306,122.7914,202.3663,108.7339,142.454,176.6479,151.6418,134.6249,122.1576,116.9911,127.9581,92.1157,1478.2472,119.5071,126.7288
05/12/2012,247.0551,421.5216,202.4133,118.2989,212.9533,132.786,112.7505,124.2755,110.9728,168.622,137.7829,118.7055,172.6652,161.5506,122.996,202.4876,108.6467,142.477,177.1028,151.6938,135.3952,122.4033,116.2876,128.226,92.6894,1479.6912,119.5849,126.7048
06/12/2012,247.406,422.9339,203.1589,118.3085,212.8535,133.0458,112.7784,124.2685,110.9872,169.9141,137.799,118.8023,172.8864,161.5117,123.1838,201.9145,108.5991,142.49,177.6131,151.6568,134.7543,122.073,116.0935,127.8345,92.6245,1490.2452,119.4657,126.7093
07/12/2012,247.8223,424.5796,204.3036,118.3447,213.0168,133.0578,112.8062,124.3883,110.9827,169.9567,137.5599,119.3811,173.0277,162.1888,123.388,202.3466,108.6123,142.9026,178.0879,151.8558,134.7676,122.1379,115.6768,127.8859,92.4967,1493.2017,119.671,126.8201
10/12/2012,248.0621,424.5822,206.9091,118.3509,213.8276,133.5549,112.7928,124.445,111.0075,170.0195,137.5996,119.8085,173.1214,162.3691,124.2291,203.435,108.6007,143.1189,177.6232,151.9387,135.0545,122.4147,115.8297,128.1752,92.7442,1489.7355,119.8395,126.8822
11/12/2012,248.1557,425.9592,206.6797,118.3137,214.1186,133.9967,112.7842,124.4895,111.0155,170.2748,137.8904,119.6947,173.6075,162.4213,123.8874,202.2126,108.6819,142.864,177.4461,151.5763,135.1125,122.1964,115.5193,128.293,92.9536,1496.8728,119.8007,126.9297
12/12/2012,247.7649,427.6613,207.5188,118.2427,214.4545,133.9047,112.7864,124.5322,111.0832,170.4681,138.2216,119.8809,173.6945,162.3168,124.1655,202.259,108.8064,142.6114,177.0038,151.5056,135.2827,121.5944,115.3187,128.0575,93.0361,1496.148,119.662,126.9667
13/12/2012,248.2985,425.5198,207.1817,118.1814,214.1877,133.53,112.7748,124.5058,111.0157,170.2526,138.5756,119.8602,173.8254,160.9671,124.4881,203.1423,108.8571,142.4362,176.6204,151.1982,135.4673,121.5433,115.2153,128.113,93.296,1497.404,119.7121,126.9277
14/12/2012,248.2818,426.3863,206.8696,118.201,213.9406,132.8261,112.768,124.6748,111.1545,169.8798,138.4833,119.929,174.194,160.8781,124.94,203.8319,108.9761,142.3255,176.4469,150.9021,135.374,121.4864,115.5159,128.8248,93.421,1495.093,119.6597,127.0661
17/12/2012,247.7469,425.9472,206.0486,118.1492,215.1274,132.9869,112.7523,124.8307,111.0428,169.7367,138.8413,119.9574,174.6677,162.2411,125.3985,204.8833,109.2276,142.2175,176.1897,150.9946,135.4383,121.6008,115.2594,128.2644,92.7837,1494.1412,119.8059,127.2339
18/12/2012,247.4433,423.7016,205.3487,118.113,214.8248,134.1145,112.7465,124.8216,110.8448,169.3063,139.1148,119.8695,174.5925,162.005,125.2832,204.4994,109.1676,141.8567,175.4947,150.6548,135.2158,121.5371,114.6973,128.2138,93.099,1497.6342,119.7799,127.2094
19/12/2012,247.7835,426.3684,204.3712,118.0962,215.0338,133.7844,112.7217,124.8038,111.0651,168.8052,139.3095,119.3549,174.5027,159.8797,125.4393,204.4141,109.2062,141.945,176.3064,151.0606,135.4454,121.5076,115.1914,128.5796,93.1274,1504.3532,119.7338,127.1998
20/12/2012,247.1094,422.7584,202.0065,118.1183,215.067,132.8982,112.7197,124.6033,111.0984,168.4472,139.2727,119.1011,174.5528,159.7677,125.5892,204.5745,109.2922,141.8157,176.7509,152.1943,136.0738,121.6012,115.3767,128.3815,93.0622,1505.3971,119.7123,127.0007
21/12/2012,247.5524,423.3455,203.1372,118.2016,216.1039,131.3451,112.7254,124.5889,111.2393,168.1145,138.8083,119.2694,174.5368,158.4823,125.3608,205.1283,109.2798,141.9179,176.6744,152.1778,136.267,121.4734,115.6545,128.2981,93.2355,1500.6456,119.4958,126.9904
24/12/2012,248.7107,425.1554,203.5777,118.2514,216.1667,131.4128,112.7213,124.7125,111.2865,167.2008,138.8697,119.7818,175.129,,,,,141.9553,176.7126,152.3165,136.2562,121.4701,115.9251,128.3693,93.0029,1502.9638,119.4794,127.1132
27/12/2012,247.5072,425.1145,203.2525,118.1401,215.5424,129.0354,112.7114,124.6854,111.1949,166.8364,139.2161,120.0868,175.5998,157.5805,126.5252,206.5843,109.325,141.5738,176.3962,151.7044,135.8831,120.8479,115.3449,127.9099,92.5045,1514.2747,119.4565,127.1062
28/12/2012,247.5061,423.6971,201.5872,118.0916,213.1328,129.3815,112.7302,124.7918,111.1384,166.9068,139.2967,118.5043,174.9826,157.6659,125.1592,205.3593,109.1936,141.6048,176.8364,151.9485,135.8806,120.6055,115.8468,128.2486,92.6979,1511.6186,119.4979,127.224
31/12/2012,247.7847,425.8914,203.1006,117.9724,216.5266,128.8119,112.7337,124.8412,111.1647,167.8896,139.5807,118.2955,174.8214,,,,,141.6409,177.061,151.9971,136.1438,120.9029,116.0537,128.2719,92.915,1511.9035,119.4942,127.2853
02/01/2013,248.0727,426.0676,207.5719,117.998,217.6363,135.7118,112.7107,124.7875,111.0956,169.2076,140.2798,117.8788,172.9507,,123.1785,204.433,108.7552,141.4187,177.1679,152.5055,136.2731,121.5905,115.7617,128.3798,92.5932,1519.6325,119.8341,127.2227
03/01/2013,248.1292,427.6858,206.5768,118.1276,218.2628,136.7369,112.7014,124.9263,110.9881,170.0036,139.6945,118.0995,173.1897,,123.6373,205.9194,108.7631,141.5396,177.2075,152.5016,136.2958,122.0122,115.6913,128.3488,93.0216,1516.5153,119.7029,127.3669
04/01/2013,246.9824,425.0642,204.5582,117.8045,218.3656,137.0162,112.6753,124.9102,111.1278,169.4072,139.6518,118.3967,173.484,158.6973,124.1765,206.3041,108.6541,141.6419,177.2553,152.5332,136.1939,122.2302,115.7857,128.6082,93.3764,1518.1331,119.8881,127.3327
07/01/2013,247.7465,426.3212,204.1492,117.8845,219.5679,137.2216,112.6879,125.0721,111.2516,169.4849,139.8597,118.8617,173.8742,159.2834,124.3553,207.3616,108.7438,141.0856,176.1235,152.3537,136.7676,122.1863,115.1651,128.4627,93.2768,1513.188,119.997,127.4997
08/01/2013,248.2632,429.3026,204.0724,118.0194,220.05,137.6244,112.7103,125.1899,111.3052,169.2528,139.4932,119.0707,174.3012,159.7586,124.469,207.7128,108.7991,141.0103,176.2533,152.3574,136.7546,122.1317,115.6967,128.6091,92.9058,1509.7025,120.0434,127.613
09/01/2013,248.8724,430.607,205.277,117.7919,220.1736,138.2279,112.7346,125.2286,111.3637,170.4359,139.6833,119.0836,174.1187,159.4682,124.468,207.7317,108.6782,140.9253,176.6452,152.3465,137.447,122.3767,115.9854,128.8816,93.1369,1521.4232,119.9817,127.6578
10/01/2013,247.6872,428.973,204.5558,117.739,219.9084,138.0649,112.6931,125.1783,111.3248,170.5339,140.4305,118.9119,174.3496,159.1048,124.7109,208.2848,108.6276,140.7441,176.2901,152.6006,137.6808,122.286,115.6714,128.6238,93.2796,1513.3115,119.3828,127.6197
11/01/2013,246.7038,425.5374,203.3856,117.5453,220.0903,138.174,112.668,125.1085,111.2828,170.0339,140.8462,119.019,175.2058,158.4308,124.9185,208.8685,108.5965,140.304,175.7522,152.3472,137.3975,122.3132,115.5578,128.747,93.3755,1515.4553,119.1943,127.5442
14/01/2013,246.1775,427.7685,202.7166,117.4291,220.7771,138.3221,112.675,125.1966,111.4153,170.5869,140.8299,119.2726,175.9389,,125.2581,209.6872,108.681,139.8412,175.6286,152.0576,137.252,122.5017,115.5202,128.9095,94.17,1517.6105,119.2934,127.6251
15/01/2013,245.4955,425.9026,201.1857,117.6533,221.1195,138.6126,112.6787,125.1424,111.4746,170.3099,140.4389,119.4317,176.1812,158.6405,125.3116,209.5941,108.6852,140.1744,175.676,152.1237,137.3398,122.4872,115.6478,128.9106,94.8211,1523.5699,119.123,127.5529
16/01/2013,245.6238,427.0641,201.6088,117.6203,221.2473,138.8119,112.6917,125.313,111.5668,170.6922,140.2048,119.5945,176.4175,156.9374,125.5058,209.7608,108.693,140.575,176.586,152.2245,136.9884,122.1932,115.7068,128.6323,94.5667,1518.3814,119.1415,127.7187
17/01/2013,244.683,426.4474,201.7414,117.345,220.6672,139.0863,112.6295,125.2574,111.407,171.1039,140.461,119.2733,176.3419,157.2634,125.6051,210.2102,108.5745,140.6634,176.888,152.7965,138.2278,122.2082,115.6347,128.382,94.5941,1511.3148,118.6548,127.656
18/01/2013,244.1008,425.3226,201.4539,116.9815,220.9668,139.1078,112.6426,125.4253,111.468,170.7211,140.1128,119.8747,175.9033,154.8992,125.7593,210.2757,108.6037,140.5219,176.3676,152.7384,138.3131,122.5962,115.4686,128.5057,94.5561,1523.6388,118.5919,127.8229
22/01/2013,244.0447,425.1393,201.293,117.3258,221.1463,139.7161,112.6497,125.7272,111.5653,170.628,139.9673,120.0625,176.0179,155.7547,126.0311,211.0371,108.6395,140.7391,176.3983,152.8198,138.1782,123.0265,115.7132,128.5637,95.3056,1521.8374,119.0781,128.1373
23/01/2013,245.1892,424.1347,200.8419,117.1017,221.2923,140.5463,112.6684,125.8092,111.6451,170.8742,139.9346,120.1099,176.6236,156.0181,126.0164,210.8133,108.0791,141.3529,176.6754,152.9955,138.3471,122.7536,115.7787,128.3742,94.7875,1515.2169,119.2972,128.2329
24/01/2013,245.5183,426.642,202.7939,116.6486,221.3765,140.9441,112.6569,125.7914,111.7288,171.1696,140.3205,120.2167,176.0478,154.897,126.5524,211.5068,108.5214,141.0571,176.455,152.5211,138.1013,122.8445,116.3184,129.3948,95.3906,1519.9166,118.9479,128.2286
25/01/2013,245.2309,426.704,203.3459,116.3673,221.3802,140.4821,112.5864,125.7952,111.0728,170.8812,140.7179,120.0658,176.1876,152.2865,126.6771,212.2385,108.4435,141.3167,177.1902,152.8306,138.0645,123.0414,116.7601,130.0395,95.7345,1522.5624,118.9212,128.2394
28/01/2013,245.9231,429.7514,205.0391,116.3885,221.8654,140.2206,112.5727,125.7317,111.1265,170.2231,140.4372,120.1934,175.9381,151.8851,126.9121,212.719,108.3275,140.6857,176.3544,152.338,138.0304,122.9731,116.5639,129.7218,95.6991,1516.2868,118.9969,128.1724
29/01/2013,245.5846,431.119,205.4792,116.6921,221.9016,139.9585,112.5971,125.7263,111.1582,170.7821,140.8114,120.1319,176.1439,152.5807,127.244,213.1552,108.3795,140.9423,176.2425,152.4525,138.1392,123.3742,116.2025,129.4127,95.5734,1519.6914,119.1078,128.1791
30/01/2013,244.5952,428.1282,203.4521,116.7594,222.1259,140.0555,112.5743,125.5162,111.158,169.7483,141.0711,119.7966,175.5259,151.1268,126.7852,212.3675,108.3325,140.9261,176.3464,151.7303,137.7916,123.2619,116.7686,129.9938,95.6308,1516.1024,119.0118,127.9615
31/01/2013,244.8933,428.6955,204.4404,116.9357,222.205,139.6,112.578,125.5401,111.1875,170.4431,141.2387,120.0697,175.4135,151.8786,126.5124,211.2599,108.4042,140.7572,176.2825,151.924,137.5672,123.5255,117.1256,130.1651,95.8023,1517.8066,119.0844,127.9747
01/02/2013,244.8557,428.5662,204.0538,116.5382,223.2038,140.6473,112.5932,125.5057,111.289,170.8102,142.0622,120.4825,175.8312,152.5731,127.1747,211.4892,108.5103,141.214,177.7969,152.8924,138.2949,123.773,117.3507,129.988,95.5213,1525.4159,118.8409,127.9211
04/02/2013,245.7102,427.1899,203.0945,116.4982,222.603,140.0167,112.6211,125.5905,111.3274,171.6076,141.7417,119.9588,172.5832,153.1237,123.4941,206.5834,108.3604,141.5278,178.3942,153.7249,137.5935,123.7365,117.526,130.0005,95.9739,1513.923,118.6636,128.0227
05/02/2013,245.1113,426.5266,202.9197,116.2229,223.7742,139.8927,112.6116,125.6627,111.323,171.5825,141.7202,120.0297,172.6481,152.3353,123.4376,207.9424,108.3459,141.6997,178.488,153.0446,137.153,123.5411,117.2102,129.4897,95.8532,1505.8583,118.5241,128.0809
06/02/2013,245.3374,427.8464,203.2632,116.2104,224.192,139.813,112.6341,125.6998,111.3769,171.2579,141.641,120.3234,173.5243,149.1054,123.2558,206.1557,108.4315,141.5986,178.8424,153.3469,137.4205,123.6489,117.4751,129.7591,96.1144,1517.3999,118.4672,128.1415
07/02/2013,246.9632,430.2076,204.635,116.342,224.1519,139.9014,112.6507,125.7112,111.503,170.5402,140.8519,120.5638,172.9726,148.1944,123.2734,204.9268,108.5808,141.8681,179.6339,153.5228,137.8843,123.7962,117.5008,129.824,96.1132,1516.3452,118.72,128.1368
08/02/2013,247.119,429.9045,204.9032,116.5503,224.9027,140.577,112.6639,125.818,111.6191,170.4589,140.7279,120.5632,174.0933,147.0104,123.7778,206.8185,108.7966,142.2483,179.8829,153.533,137.8889,123.9283,117.6856,129.2222,96.183,1514.7214,118.9211,128.2139
11/02/2013,246.7919,430.8103,205.8592,115.8293,225.1067,140.6317,112.6614,125.864,111.7631,170.913,140.9829,120.9957,174.991,,124.1855,206.6766,108.9581,142.0169,178.6014,152.4867,138.1416,123.8558,117.4853,129.2519,96.1392,1513.738,118.9244,128.2674
12/02/2013,246.3819,431.7006,206.5163,116.1861,225.2544,140.9033,112.65,125.9477,111.7132,171.4717,141.3163,121.176,174.7374,147.3688,124.1309,207.6307,109.051,141.8854,178.9548,152.1152,137.6631,123.9073,117.1564,129.234,96.1125,1522.3809,118.8581,128.3563
13/02/2013,246.2326,429.9179,205.8086,115.9839,225.5906,141.06,112.6368,126.0135,111.6698,172.2278,141.5871,121.1789,174.1054,148.4678,124.355,207.8811,109.045,142.0348,179.9944,152.3806,137.7416,123.8402,117.2198,129.5678,96.054,1517.4059,118.9474,128.4193
14/02/2013,247.063,432.7879,207.5479,116.1127,225.8537,140.8886,112.6574,125.9594,111.6691,172.9574,141.3083,121.5071,174.3337,149.3903,124.4316,207.4674,108.9537,142.035,180.6889,152.2598,138.0792,123.7709,116.2829,129.4334,95.4029,1524.076,118.8905,128.3329
15/02/2013,247.2666,431.3254,207.8744,115.652,225.8155,141.3034,112.6591,125.89,111.7988,172.0753,141.3858,121.7345,174.8038,148.3694,124.3263,206.861,109.1426,142.2902,180.8259,152.9238,138.9788,124.101,116.0042,129.5642,95.2959,1517.9073,118.965,128.2747
19/02/2013,246.3132,432.9181,208.4814,115.4286,227.0793,141.6301,112.6681,125.9526,111.8298,172.6642,141.5832,121.8783,174.8694,148.6223,123.3117,207.8906,109.2139,142.7183,180.908,153.09,138.5201,124.1879,115.9735,129.6353,95.3723,1531.3845,119.1195,128.3395
20/02/2013,246.8876,431.4736,208.6112,114.9647,225.0084,141.7229,112.6791,125.8051,111.8874,172.1486,141.8412,120.3792,174.4546,149.1462,123.1775,207.7399,109.1511,142.8278,181.7491,153.2789,138.7095,124.5899,115.3219,129.2535,94.7488,1525.3393,118.8895,128.1694
21/02/2013,247.311,430.9206,208.0857,114.9066,224.1413,140.2952,112.7108,125.7354,111.9082,171.6517,141.0976,120.292,172.107,149.1584,121.4658,205.6795,108.5755,142.9863,181.2861,152.9411,138.2121,124.6629,115.6418,129.277,94.7835,1516.9432,118.6156,128.118
22/02/2013,246.8256,431.0855,208.1489,114.7543,225.6129,140.2208,112.7274,125.8664,112.0818,171.9157,141.082,120.4213,171.3931,149.1609,120.0403,207.0187,108.8989,143.7852,181.6169,153.1381,138.27,124.8074,115.6683,129.4939,94.6205,1530.3296,118.6685,128.244
25/02/2013,246.2703,429.3952,206.7925,114.1749,222.4432,141.3581,112.7268,125.8504,111.9246,172.4387,141.7225,117.9351,172.8147,148.6461,120.1677,207.4423,108.9593,142.9884,180.8226,152.5078,138.1085,125.0771,115.7712,129.6874,94.6386,1530.1439,118.6025,128.235
26/02/2013,246.3962,428.9408,205.1138,114.4431,223.3653,137.4587,112.7398,125.8459,111.9523,171.3269,140.5861,119.2158,170.992,148.0056,116.6735,205.4807,108.5224,143.6992,181.8713,153.3421,139.0352,125.2847,116.0856,129.6726,94.5039,1526.0575,118.4864,128.2225
27/02/2013,246.8292,428.1282,204.6606,114.5584,225.5704,139.4432,112.7472,125.999,112.0459,171.1379,140.6463,118.8518,172.5655,147.3553,117.8393,207.77,108.612,143.6615,181.5356,152.9799,138.7335,125.3899,116.2328,129.9564,94.5282,1535.7925,118.7943,128.3735
28/02/2013,246.5591,426.5284,204.4511,114.5728,225.3925,140.2466,112.7716,126.1133,112.0738,171.4487,140.7085,118.9081,172.2528,147.5698,118.2892,208.6241,108.7706,144.2186,181.4653,152.9485,138.3061,125.5121,116.6638,130.4437,94.823,1554.7944,118.9416,128.4906
01/03/2013,247.0975,426.714,204.4264,113.674,225.7927,139.5151,112.786,126.0857,112.0904,171.4668,140.9749,119.2125,172.6065,148.1067,118.5981,208.7983,108.7565,144.7139,182.4462,153.2934,137.8917,125.701,117.0425,130.8222,94.9802,1559.5938,118.8218,128.4875
04/03/2013,246.9781,425.0925,203.4994,113.8915,226.7785,139.329,112.7783,126.2231,112.2165,171.3284,141.0791,119.9614,172.9556,149.5031,119.4148,209.4094,108.8239,145.3392,183.1738,153.568,138.2391,125.8129,117.5355,130.8926,94.8824,1563.6458,119.0561,128.6532
05/03/2013,246.9806,426.2388,204.4389,114.3769,227.2414,141.1038,112.763,126.3725,112.2503,171.9509,141.1877,119.7447,172.0401,150.446,118.3375,209.0456,108.9268,145.3821,183.2429,153.4196,138.2786,125.7226,117.2375,130.9177,94.6573,1573.9792,119.2553,128.7585
06/03/2013,247.0334,427.6954,204.8941,114.2634,227.3555,140.9521,112.778,126.4621,112.1632,172.7685,141.3678,119.8439,172.4247,150.0988,118.3555,209.3593,108.9439,145.0549,183.1802,153.2604,138.0249,125.182,117.1201,130.535,94.7335,1582.5512,119.2512,128.8558
07/03/2013,245.8661,425.7117,203.7035,114.0593,227.594,141.1338,112.7514,126.4551,112.057,172.3451,142.014,120.0516,172.7208,150.3315,119.2716,210.1891,109.013,144.7032,182.7775,153.2065,138.2066,125.1715,116.5651,129.959,94.7829,1572.8778,119.148,128.8481
08/03/2013,245.4252,426.0459,204.1411,112.8323,227.5873,141.547,112.7553,126.57,112.2158,172.0001,142.1386,120.2793,172.9292,148.3211,119.1775,206.7764,109.2193,144.3271,182.1402,153.1003,138.3632,125.3555,116.8024,130.4285,95.1257,1584.0118,119.0826,128.9804
11/03/2013,245.3592,425.7976,203.8814,113.0797,227.6976,142.1553,112.7703,126.7226,112.3024,172.2441,142.3063,120.5271,172.9557,149.0444,119.6512,209.0065,109.2714,144.5996,182.4247,153.1871,138.5508,125.3463,116.493,130.3336,95.2498,1590.0886,119.1485,129.1615
12/03/2013,245.1837,424.9217,202.5218,113.3946,228.2344,142.82,112.773,126.741,112.3121,172.6148,142.3032,120.3856,173.2494,149.5041,119.8416,210.2364,109.327,144.4648,182.2684,153.6278,139.5278,125.7242,116.7422,130.4614,95.7642,1588.7155,119.2033,129.1807
13/03/2013,244.7417,424.5489,202.8134,112.9939,228.4605,142.5547,112.7681,126.8085,112.4107,172.5786,141.9859,120.6919,173.527,150.4257,120.1942,211.2441,109.4528,145.0777,182.8507,154.2149,139.7439,125.923,116.2637,130.3679,95.7739,1588.99,119.2158,129.2441
14/03/2013,243.4406,422.6537,203.9358,113.2105,227.7629,142.9773,112.7575,126.7967,112.4235,172.0679,141.063,120.8212,173.3893,150.104,119.8557,207.9748,109.5278,145.2068,182.3634,153.8301,138.8984,125.9022,116.3471,130.268,95.8553,1595.9706,119.0864,129.2284
15/03/2013,243.119,423.1392,205.1062,114.5091,228.3981,142.9785,112.7696,126.8659,112.2844,171.9013,140.1767,121.1514,173.5957,150.196,119.9792,210.0683,109.4985,145.1204,181.9432,154.0415,138.9919,125.8591,116.1493,130.1216,96.0425,1599.8027,119.1597,129.2801
18/03/2013,243.1678,425.5946,205.6072,114.157,228.8563,142.7076,112.7787,126.8169,112.2819,172.4191,140.243,120.8073,173.3733,148.8461,119.4929,211.2822,109.3519,145.8894,183.2026,154.8371,139.5002,125.7912,116.2131,130.4912,96.2842,1593.7728,118.9919,129.218
19/03/2013,243.0779,422.1742,206.3162,113.802,228.7847,142.4706,112.7221,126.6727,112.043,172.1204,140.5076,120.5437,173.2075,148.9288,117.7489,211.5359,109.0534,147.2617,184.1568,156.0215,140.3671,126.1886,116.2864,130.1974,96.0161,1595.5775,118.8242,129.0797
20/03/2013,242.8694,422.9108,205.6978,113.6678,229.7994,142.9086,112.7276,126.7264,112.2964,171.6072,140.5295,121.0188,174.1004,,118.5091,212.2297,109.2137,146.8311,183.158,155.4855,139.9962,126.6292,116.7522,130.4255,96.0532,1605.1405,119.057,129.1194
21/03/2013,243.2611,422.2587,205.6184,114.1541,228.7687,142.9128,112.7198,126.8262,112.3147,172.9028,140.1355,120.49,174.2325,148.5448,118.4219,212.1874,109.1494,146.784,182.5732,155.5529,139.9021,126.7731,116.5672,130.5444,95.9814,1602.2404,118.9595,129.2237
