,BNPIDRXA,BNPIF3AX,BNPIF3XM,BPFXSTGU,BNPICCE3,BNPIVMRU,BPCURVW4,BNPIVCXA,BNPIAIRT,BPFXGGUR,BNPIFXMG,BNPIAIRU,BNPIAIRG,BNPIAIRJ,BNPIAIRE,BNPIEC03,BNPIAIRB,BNPIPLEE,BNPIPMEE,BNPIPQEE,BNPIPVEE,BNPILUEE,BNPIPMUH,BNPIPQUH,BNPIPVUH,BNPIMDEA,BNPIAIFH,BNPICVXA
07/06/2007,154.1521,188.7838,111.9955,91.0373,101.1861,95.5935,104.9297,,100.5765,156.9121,134.5491,89.9412,103.6715,101.3791,79.9087,99.5547,100.2237,125.8816,149.1834,120.5229,141.3913,108.0697,107.7708,115.7869,115.6566,868.8399,,
08/06/2007,155.171,189.0158,112.6464,91.0387,102.4104,96.1172,104.9073,,100.5207,157.4269,133.944,90.3707,104.2435,100.9239,80.4517,99.6531,100.1514,125.7416,149.3643,120.5152,141.0239,107.9654,107.6621,115.9474,115.2666,860.0214,,
11/06/2007,155.3986,190.1054,111.7599,91.0991,102.5005,96.4617,104.913,,100.5998,157.15,133.5273,90.7095,104.5981,101.4788,80.5203,100.3025,100.1986,125.8297,149.4678,120.3008,140.7617,107.7987,107.5177,115.8598,114.7719,865.9644,,
12/06/2007,155.8005,188.4452,112.665,90.9797,101.7091,95.6863,104.8461,,100.3932,158.1521,133.4311,90.3661,104.5265,102.1085,80.5556,99.8891,100.1372,125.6065,149.0522,120.0262,140.451,107.6702,107.659,115.6868,114.9033,858.3106,,
13/06/2007,156.1673,188.5472,112.7979,91.0155,102.6642,96.168,104.836,,100.3929,158.2659,133.4276,89.9359,104.6643,102.1332,80.3729,100.1213,100.068,125.4542,149.4485,120.3104,140.3602,107.6491,107.2374,115.1804,114.2158,860.221,,
14/06/2007,155.2676,189.1592,112.9959,91.0369,102.9586,96.7116,104.8619,,100.4679,158.4157,133.3632,90.186,104.2878,102.204,80.5418,100.8712,100.1088,125.6332,149.6387,120.2833,139.9756,107.6161,107.4653,114.9867,114.2719,871.6236,,
15/06/2007,154.7029,189.1867,112.9011,90.8467,103.099,96.8919,104.8747,,100.5483,159.0812,134.154,90.0416,103.9353,102.7071,80.4241,100.6482,100.1236,125.8085,149.518,120.7156,140.0384,107.4405,107.4033,114.8624,113.8988,879.7487,,
18/06/2007,155.0431,188.4555,113.2287,90.802,103.3377,96.8871,104.8852,,100.6037,159.319,134.023,90.648,104.127,102.3487,80.3077,101.071,100.1678,125.5449,149.7353,120.7235,139.7642,107.1755,107.1799,114.5581,113.9597,886.9819,,
19/06/2007,155.2834,187.0926,113.2525,90.6825,103.4636,97.1337,104.9368,,100.6107,159.5962,134.5492,90.8957,104.352,102.3934,80.5802,101.2956,100.2039,125.1735,149.138,120.465,139.9024,107.2798,107.488,114.3601,113.7729,886.2033,,
20/06/2007,155.6738,188.1345,113.343,90.6202,102.8047,96.5305,104.8811,,100.504,159.3226,134.8504,90.1269,104.6411,102.499,80.733,101.2455,100.1654,124.9935,149.2093,120.4856,140.0866,107.3593,107.6408,115.0057,114.0968,882.8359,,
21/06/2007,155.4202,188.8,113.5779,90.6348,103.1753,96.5002,104.8753,,100.4557,159.4551,134.7039,90.2383,104.5452,102.8103,80.5858,101.514,100.1242,124.8138,149.2498,120.4027,140.1856,107.1539,107.8002,115.1259,114.2024,887.3485,,
22/06/2007,156.2067,189.8969,114.3416,90.5291,102.4932,95.9068,104.8972,,100.4796,159.5911,135.1183,89.6227,104.5748,103.0387,80.9567,101.6003,100.1997,125.0732,149.2433,120.9866,140.4155,106.6562,108.3144,115.3714,115.1393,881.5996,,
25/06/2007,157.136,191.3807,114.4345,90.5681,102.243,95.7222,104.9376,,100.4142,159.3988,134.8875,89.87,104.9286,102.6104,81.3394,101.8679,100.1973,125.1171,148.5414,120.2744,139.5918,107.002,108.4407,115.3236,115.0427,876.5067,,
26/06/2007,157.6354,190.3456,114.3629,90.578,102.0808,95.2111,104.9431,,100.4406,159.3322,134.814,89.7768,105.0326,103.0619,80.6921,101.5933,100.2341,125.2879,148.8329,120.5118,139.5925,107.1368,108.2822,115.5032,114.5446,872.302,,
27/06/2007,156.7952,190.2186,114.5218,90.8417,102.6214,95.9764,104.9744,,100.4446,157.7682,134.1251,90.4989,105.0124,102.58,80.7816,101.4177,100.149,125.4861,149.0272,120.7552,139.4042,107.2812,108.4916,115.6052,114.0015,871.7678,,
28/06/2007,157.2697,191.8582,115.5273,90.5459,102.5941,96.0252,104.9116,,100.5446,159.2084,135.3335,90.6458,105.3799,103.1564,80.6801,102.0071,100.138,125.5964,149.1076,121.043,139.9599,107.3722,108.7241,115.5535,114.0347,876.3115,,
29/06/2007,157.0854,191.4947,116.0004,90.4271,102.5135,95.3871,104.9131,,100.4227,159.7041,135.4875,90.6732,105.6931,103.6558,81.6348,102.3977,100.2576,125.7426,148.6263,120.782,139.7525,107.6117,109.6299,115.9827,113.8615,877.5281,,
02/07/2007,156.8883,192.013,116.0635,90.3275,103.1454,95.7607,104.9591,,100.5107,159.5495,136.3021,90.9363,105.9296,103.7151,81.8116,102.5558,100.1126,125.5412,149.2358,121.2712,139.6707,107.6359,110.014,115.9247,113.6617,881.3022,,
03/07/2007,156.7505,192.4342,116.2461,90.3445,103.348,95.8166,104.9296,,100.4796,159.3919,136.0077,91.2054,106.1394,104.0531,81.9756,102.9582,100.1448,125.3052,149.3433,121.7938,140.3589,107.6103,109.6551,115.7327,113.164,888.4732,,
05/07/2007,156.6458,193.655,116.6993,90.208,103.3658,95.8275,104.8389,,100.3431,159.5692,136.3981,91.3429,106.1607,104.4647,82.0281,102.9581,100.1735,125.0805,150.3437,122.6323,141.0951,107.5265,110.0575,115.8136,113.3312,889.7587,,
06/07/2007,156.2405,193.793,117.4287,90.1952,103.6026,96.1077,104.8128,,100.3314,159.7997,137.0027,91.626,106.3618,104.9321,82.4877,103.384,100.2174,125.1888,150.3301,122.3477,141.2286,107.2081,110.3636,116.3004,113.7269,892.6205,,
09/07/2007,157.095,193.7907,117.6051,90.297,103.6904,96.001,104.8384,,100.427,159.838,136.8464,91.7842,106.5622,105.0109,82.7042,103.5757,100.336,125.1952,150.9689,122.5874,141.0076,107.1642,110.2422,116.3947,113.3533,897.8449,,
10/07/2007,156.3916,191.7901,117.5298,90.4019,103.0558,94.8988,104.9272,,99.8559,159.1778,136.6215,90.8046,106.0442,105.1129,82.1856,103.145,100.002,125.4114,151.1784,123.0127,141.1443,106.9289,110.4547,116.4919,113.456,892.7683,,
11/07/2007,156.8214,192.4391,117.3597,90.4102,103.4405,95.1788,104.9031,,99.8299,159.1201,136.6225,91.0302,105.9999,104.6342,82.2141,102.948,99.8542,125.3581,151.2079,123.4386,140.7662,107.0331,110.2345,116.6921,113.1864,890.1971,,
12/07/2007,157.2639,192.4943,117.3416,90.2724,103.3196,95.6892,104.8677,,99.8915,159.3427,137.3573,90.2739,106.0067,104.3063,82.2482,103.7149,99.91,125.2195,151.9525,123.7484,141.3676,106.851,109.7316,116.2632,112.2963,897.6199,,
13/07/2007,156.7357,191.9055,117.3123,90.2068,103.1122,95.6463,104.8527,,100.0137,159.3278,137.5181,90.6009,106.1446,104.5161,82.2159,103.6696,100.0532,125.0711,151.4286,123.3098,141.1646,107.064,110.2627,116.5082,112.3813,904.5589,,
16/07/2007,157.276,190.9317,117.6679,90.0558,103.6913,95.467,104.8968,,99.9165,159.3745,137.9915,90.6648,106.5638,,82.1184,104.0437,99.9966,124.9678,151.2032,123.2201,141.0124,106.7466,109.9297,116.0191,111.8309,901.1618,,
17/07/2007,157.1279,190.7275,117.4708,90.0401,103.8374,95.3527,104.8372,,99.9572,159.6327,138.1683,90.8644,106.6384,104.7931,81.977,104.318,99.9954,124.9532,150.907,123.0875,140.7526,106.7994,110.0645,115.3632,111.4007,900.4896,,
18/07/2007,156.6464,190.5512,117.1866,89.9925,104.1922,94.9338,104.8926,,99.7676,159.5546,138.3538,91.1959,106.1376,104.3265,81.3433,103.908,99.8202,125.0679,151.8174,123.3644,140.8713,106.9823,110.1853,115.3682,111.3189,892.5066,,
19/07/2007,155.6632,191.0826,116.7484,90.0218,104.4296,95.074,104.9001,,99.9239,159.632,138.4483,91.5306,106.1791,104.6678,81.4222,104.5562,100.0395,125.3625,152.1884,123.9831,141.8518,107.1406,110.5111,115.5603,110.9597,898.0544,,
20/07/2007,156.121,192.922,116.9496,89.8851,104.2522,94.5418,104.976,,99.8007,159.4221,138.5988,90.9754,106.0668,105.5837,81.6786,103.7415,99.4489,125.4867,153.0146,124.7965,142.7594,107.1106,110.7736,115.862,110.9719,895.7223,,
23/07/2007,158.402,192.6925,117.5283,89.7409,104.681,94.6898,104.9495,,99.839,159.8336,138.7007,91.4877,106.4299,104.955,82.0536,104.3403,99.4822,125.3561,152.4168,124.3904,142.1373,107.3533,110.4556,115.2437,110.3188,899.2914,,
24/07/2007,159.6931,192.3982,117.5906,89.5992,103.441,94.0919,104.9604,,99.8123,159.5619,138.7935,90.8032,105.356,105.0476,81.4802,103.4128,99.5906,124.9699,151.6317,124.1054,142.2585,107.2681,110.1552,114.7864,110.4312,892.4007,,
25/07/2007,158.9431,191.0211,117.5885,89.7936,103.6797,94.1872,105.0063,,99.7538,159.5316,137.7321,91.2031,105.1315,105.073,80.7624,102.5875,99.6198,125.3473,152.4641,123.772,142.3518,107.4414,109.8545,114.9898,109.6913,889.7224,,
26/07/2007,159.3297,190.3696,117.1933,90.1177,101.9038,92.9988,105.1259,,99.2365,158.7643,136.8982,89.5787,103.1721,104.2968,79.5656,100.7904,99.5069,125.0989,151.8518,123.6794,142.156,107.2807,109.7975,114.7048,109.4835,875.7615,,
27/07/2007,157.6587,190.3526,117.5054,90.9495,100.4903,92.4059,105.1437,,99.3676,158.0843,135.0436,88.6907,103.1741,103.3874,80.4341,100.5956,99.5054,124.9807,151.6971,123.7231,141.6918,107.4233,110.5689,114.2792,109.5158,862.2499,,
30/07/2007,156.5742,189.7536,117.2533,91.0293,101.5242,93.0186,105.1597,,99.5466,157.5309,134.6567,89.6212,103.4554,104.0569,80.522,100.6292,99.5014,124.4061,151.8343,123.6608,141.8131,107.3127,110.8119,113.5324,109.1201,869.7984,,
31/07/2007,157.2816,191.8015,117.8845,90.8739,100.6309,91.8964,105.1355,,99.6572,158.0993,135.251,89.1856,102.9275,104.5496,80.8327,101.6556,99.5209,125.1591,152.2393,123.3843,142.0128,107.7305,111.4314,113.7819,108.1604,868.764,,
01/08/2007,158.2167,190.9165,117.586,90.9866,100.9936,90.6514,105.1539,,99.5731,157.6477,134.8284,89.2829,101.8099,102.9335,79.8517,100.6265,99.5252,124.833,152.2755,123.4633,141.6122,108.3286,110.7124,113.3555,107.3416,857.0175,,
02/08/2007,159.3671,191.6633,118.3329,91.1847,101.5102,91.6414,105.126,,99.6656,158.2078,135.4089,90.0068,102.7167,103.8606,80.4375,101.5059,99.5704,124.9733,151.7282,123.6146,141.8184,108.4607,111.0441,113.5228,107.6554,859.8672,,
03/08/2007,160.2303,190.8205,118.4255,91.3259,99.9387,89.485,105.2035,,99.6798,157.6215,135.7981,88.4324,102.7905,104.2256,80.5447,101.002,99.6044,124.8698,152.0877,123.8197,141.9409,108.5506,110.9835,112.712,107.1358,855.2956,,
06/08/2007,160.7074,189.2976,117.7344,91.318,101.1143,89.9892,105.2089,,99.7138,156.6323,135.5805,88.6456,103.0126,104.5369,80.8037,100.9189,99.6182,124.3207,150.6889,123.1077,141.0305,108.9428,109.9656,112.091,106.0388,850.0788,,
07/08/2007,160.6598,189.4392,117.7399,91.1393,101.2897,91.5995,105.1756,,99.8199,156.7862,135.2022,88.6227,103.0634,104.4524,80.6818,101.555,99.6445,124.3985,149.7011,122.5457,140.6567,108.6997,109.5605,112.0423,105.447,849.3198,,
08/08/2007,160.7868,188.2416,117.3504,91.2804,101.1385,92.2983,105.0808,,99.7073,158.0752,136.328,88.1082,103.1542,104.6244,80.3556,101.583,99.5678,124.812,148.7376,122.7916,139.9064,108.2332,108.5633,111.2172,104.7468,862.327,,
09/08/2007,160.0423,187.3708,116.5415,91.1545,100.5638,88.8015,105.1954,,99.2736,157.5853,135.0384,87.3087,101.5156,105.0138,79.4739,101.6217,99.4319,125.556,148.1633,122.4044,139.4333,107.908,108.1428,110.6283,104.1345,856.326,,
10/08/2007,159.0811,186.1285,116.4287,91.1405,100.7029,85.1143,105.2689,,99.3632,156.796,134.0394,86.3427,99.4416,103.1871,78.6134,100.7433,99.3151,125.187,147.7165,121.9914,139.1922,108.2946,108.9931,111.8351,105.3953,848.1403,,
13/08/2007,158.6723,186.6936,116.4139,91.2249,101.3767,86.1389,105.2592,,99.486,157.5972,133.4989,87.7123,98.8792,103.5384,78.7799,101.9664,99.503,124.4498,147.775,121.8309,140.1833,108.2711,110.0969,111.9681,105.9301,857.2131,,
14/08/2007,158.7656,186.3009,116.2291,90.9734,100.551,85.1593,105.3201,,99.4989,157.3507,132.5039,87.4505,98.7899,104.0829,78.7505,101.7721,99.5205,124.3382,148.7727,122.4702,140.7311,108.3627,109.8566,111.5665,105.722,855.606,,
15/08/2007,159.0205,187.1141,116.7813,90.7578,99.6348,83.2677,105.3969,,99.5287,157.5252,131.212,87.1624,98.9949,102.7367,78.8722,101.806,99.5161,124.6903,148.4816,122.2711,140.9611,108.3452,109.4515,111.2117,105.3153,850.5174,,
16/08/2007,159.2016,185.7303,115.8862,90.7429,99.7654,81.2295,105.5537,,99.2044,155.5758,128.8372,87.0563,96.9136,101.0602,77.0446,100.3899,99.3127,123.3918,147.1203,121.2419,140.3503,108.2317,108.7234,110.3338,105.0097,842.6618,,
17/08/2007,159.1126,186.1438,116.0168,91.2112,100.4634,81.9039,105.5671,,99.3839,154.6307,130.1099,86.6829,95.5769,99.9194,77.3593,101.3388,99.3936,122.7029,146.189,120.8426,140.0791,108.3615,108.6372,110.3596,105.0768,846.2744,,
20/08/2007,161.4111,188.5069,117.4474,92.1046,101.1814,84.3832,105.5444,,99.3851,155.5746,130.5646,87.9866,96.5423,100.1494,78.614,101.9323,99.5633,123.1289,147.1959,121.6245,140.5336,108.3161,109.0558,110.4828,105.0937,859.9448,,
21/08/2007,161.5756,188.2897,117.2489,91.9747,101.4265,85.1006,105.5812,,99.3961,155.1533,130.4875,88.4701,97.2826,101.2412,78.2145,102.3347,99.5695,123.049,147.3555,121.6065,140.13,108.2733,109.2981,110.7254,105.1169,864.1817,,
22/08/2007,162.2775,189.1273,117.0522,92.2493,101.7142,86.5318,105.4461,,99.4762,156.0292,130.6738,88.9354,97.5845,101.6213,78.8002,102.6897,99.5286,123.7409,148.0322,122.3579,141.0006,108.3966,109.4612,111.1323,105.3492,874.4338,,
23/08/2007,162.0189,189.4954,116.8833,93.2998,101.8969,85.9917,105.3916,,99.5751,157.2162,131.7348,89.2246,97.4506,101.3736,78.7813,102.8251,99.5636,123.2669,148.206,122.2062,140.8886,108.5245,109.5679,110.9544,105.4413,871.0351,,
24/08/2007,161.6566,190.2797,117.4008,93.4751,102.1598,86.9276,105.3447,,99.7675,156.8004,132.2665,89.5571,98.3933,101.3055,80.2672,103.3569,99.6712,123.6502,148.6962,122.5793,140.8316,108.5701,109.7427,111.1305,105.5399,875.2376,,
28/08/2007,161.7248,190.7896,117.8303,93.1145,102.2619,83.6332,105.4461,,99.6974,156.4866,132.1005,88.675,97.9821,102.6521,80.067,103.6026,99.8242,123.662,148.8204,122.5365,140.996,108.1882,109.5281,110.6373,105.2164,888.0977,,
29/08/2007,162.0791,191.9164,118.3146,92.8104,102.333,84.645,105.4276,,99.7196,156.5542,132.0392,88.2779,98.4601,102.2233,80.3906,103.9384,99.8369,123.6319,148.9134,122.5839,141.2335,108.4189,109.6301,110.5961,105.2257,889.3622,,
30/08/2007,162.0283,191.5562,118.0071,93.0936,102.3032,84.2782,105.4516,,99.6504,157.2325,131.9971,88.2079,98.6661,102.7752,80.4274,103.7523,99.8337,123.8698,148.7399,122.6318,141.1377,108.337,109.5653,110.6654,105.1086,893.0196,,
31/08/2007,162.0737,192.2565,118.2756,92.8699,101.973,85.1209,105.3981,,99.7107,157.6633,131.9438,88.3358,98.4587,101.7423,80.7123,103.2519,99.7949,124.4228,148.8384,123.0051,141.4255,108.3062,109.945,110.8096,105.3338,897.8723,,
04/09/2007,162.5031,191.9499,119.5935,93.1864,101.8985,86.1901,105.3829,,99.7375,158.0012,131.8847,88.9398,99.2085,102.2155,81.3817,103.7347,99.9408,124.3613,148.8247,123.0028,141.6118,107.8623,109.7115,110.5509,105.1248,896.1953,,
05/09/2007,162.0252,191.6614,120.0394,92.7197,103.2484,84.4698,105.479,,99.5483,157.5867,132.5343,88.799,98.6253,101.726,80.691,105.3933,99.8193,123.9528,148.9837,123.2788,141.7004,108.0522,109.7966,110.6992,104.953,899.0555,,
06/09/2007,162.1327,192.3284,120.8827,93.0036,103.3446,84.6453,105.511,,99.6372,157.5729,132.7051,89.2305,98.9399,103.1534,80.8091,105.4642,99.9265,123.8294,148.9375,123.4149,141.8067,108.2748,109.78,110.6095,104.7255,902.388,,
07/09/2007,162.2643,192.5152,121.8175,92.7049,103.9337,82.4933,105.6932,,99.3281,157.5723,133.3659,88.8601,98.2389,103.5381,80.3577,105.1422,99.8766,123.8526,149.0885,123.8111,142.1774,108.194,109.6693,110.6824,104.9473,904.122,,
10/09/2007,161.4228,192.3097,122.0019,92.5835,104.0833,81.547,105.7226,,99.2717,157.5703,133.5698,89.2297,98.603,102.8347,80.4521,105.006,99.8106,123.5713,148.6982,123.6096,141.8167,108.1518,109.3619,110.6646,104.7683,910.887,,
11/09/2007,161.2155,192.9992,121.6373,93.3368,104.5437,83.3695,105.67,,99.3091,157.5697,133.9164,89.5225,98.2258,103.1759,80.543,105.713,99.8794,123.6564,148.6328,123.4146,141.6819,108.054,109.5181,110.7947,104.3897,909.4742,,
12/09/2007,160.6361,192.3002,121.3754,94.0771,104.69,83.3678,105.6883,,99.3183,157.569,134.2676,89.8029,98.6754,103.2725,81.0199,106.0146,99.9014,123.6094,148.7691,123.6241,141.6023,108.3042,109.4663,111.0319,104.4239,907.0166,,
13/09/2007,161.6141,193.6305,121.4818,94.509,104.4097,83.4857,105.5938,,99.3234,157.5684,134.0771,89.6573,98.6896,104.3415,81.1964,106.1786,99.8324,123.6298,148.5743,123.2636,140.918,108.0584,109.2073,110.6044,104.0824,906.8453,,
14/09/2007,161.6109,193.0269,121.1744,94.3457,104.4657,83.4916,105.6556,,99.3291,157.5677,133.8593,89.8494,98.4513,105.4565,81.4299,106.4526,99.9297,123.3622,148.7549,123.4346,140.4098,108.1671,109.3131,110.8429,104.3361,905.4067,,
17/09/2007,160.5747,192.9749,121.3067,94.1844,105.0587,82.7965,105.6531,,99.4704,157.5658,133.8402,90.2451,98.1103,,80.7952,106.5301,99.972,123.0071,148.9259,123.2688,140.1185,108.0955,109.2611,110.452,104.4075,901.2668,,
18/09/2007,160.7662,193.631,121.3778,94.242,103.529,86.3036,105.6305,,99.715,157.5652,133.8055,90.3286,97.9257,103.9255,79.9539,106.5508,99.9703,122.792,148.5416,122.4911,139.4196,107.8616,109.3292,110.5632,104.513,910.0047,,
19/09/2007,161.4047,194.7418,120.9405,95.8835,102.7072,87.4503,105.6471,,100.0031,157.5645,134.0857,90.4038,97.7326,103.1555,79.6468,104.4516,100.0335,122.4733,147.8931,122.284,139.0742,108.1907,109.5562,110.7051,104.2067,907.7091,,
20/09/2007,161.8972,194.7002,121.2721,96.2262,104.1424,87.186,105.552,,99.5919,157.5639,135.5477,90.5598,98.1621,103.8802,79.6742,105.995,99.9621,122.3825,148.2635,122.7926,139.1095,108.2703,109.9258,110.6709,103.993,903.9872,,
21/09/2007,162.2874,194.9265,121.4679,96.3393,104.2116,88.113,105.5774,,99.7632,157.5632,135.5016,91.1973,99.0417,104.8729,81.9642,106.6177,100.1871,122.8012,148.9561,123.0901,138.9392,108.1084,110.2439,110.9594,104.2954,906.4044,,
24/09/2007,162.0281,194.565,120.7569,96.4259,105.4496,88.2673,105.5789,,99.7857,157.5613,135.5211,91.6705,99.5176,,82.4725,107.6521,100.2383,122.2796,149.3767,123.2326,139.0482,107.8628,110.0331,110.5744,104.3593,916.3724,,
25/09/2007,161.7059,193.581,120.2388,95.9843,105.7935,88.0856,105.6343,,99.7019,157.5606,135.6423,92.009,99.5695,105.3579,82.2132,108.5507,100.1933,122.1895,149.396,122.8451,138.5991,108.0392,110.2125,110.7113,104.0951,913.0581,,
26/09/2007,161.2382,193.6477,120.1746,96.4866,105.5797,88.9631,105.6139,,99.7704,157.56,135.2275,92.249,99.7814,105.7819,82.496,108.2637,100.1746,122.1549,149.7066,123.1374,138.3869,108.2859,110.316,111.2042,103.7093,912.5069,,
27/09/2007,161.7452,195.5209,121.0028,96.4238,105.2755,89.297,105.6267,,99.7776,157.5593,135.5827,92.3356,99.7992,104.2822,82.5338,107.8039,100.1747,121.7626,149.8459,123.2212,138.5334,108.2582,110.2917,111.1821,104.0566,916.6652,,
28/09/2007,162.2709,194.3106,120.6645,96.1387,105.594,89.0914,105.6531,100.0,99.8044,157.5587,136.4222,92.2932,99.7158,104.6529,83.0804,108.1964,100.1516,121.4549,149.8108,123.45,139.3299,108.0553,110.1143,111.3564,103.9876,920.0974,,100.0
01/10/2007,161.7231,193.5135,119.8533,96.1715,104.5943,89.5636,105.6476,100.076,99.9351,157.5567,136.6761,92.2288,100.0449,104.7516,83.1341,107.8555,100.2125,121.2841,150.4239,124.0662,139.5529,108.1666,110.0512,111.3093,103.8186,923.6546,,100.0773
02/10/2007,160.8606,193.2406,119.0305,96.6091,104.8141,89.0616,105.6678,100.0606,100.0128,157.5561,135.8521,92.3206,100.0733,104.4344,83.1265,107.3592,100.2461,121.2157,149.871,123.6928,140.2364,107.9293,110.1167,111.5339,104.389,933.3136,,100.0439
03/10/2007,161.2911,194.0166,119.0169,96.7804,105.3765,88.8804,105.6253,100.1268,100.1077,157.5554,135.725,92.5322,100.2819,103.9901,83.2911,107.7126,100.282,121.3811,149.9791,123.8145,141.1135,107.8786,110.0158,111.5057,104.5015,920.7426,,100.1
04/10/2007,161.0881,195.0329,119.803,96.735,105.3782,88.7213,105.6249,100.1552,100.1674,157.4225,135.7602,92.7186,100.8013,103.7747,83.2987,108.0506,100.3649,121.6446,150.1451,123.8217,140.9779,108.2152,110.0333,111.2579,104.165,918.2135,,100.1379
05/10/2007,162.6622,195.3901,120.0947,96.7055,104.8692,89.9983,105.5566,100.213,100.0568,157.5957,136.3176,92.6405,101.2574,104.7729,84.1653,108.0258,100.4158,121.8892,150.6657,123.7797,140.356,108.0743,110.4751,111.3871,104.2043,923.6558,,100.1577
08/10/2007,163.1119,194.8754,120.4974,,105.4165,89.7025,,100.1829,100.0502,157.7282,135.682,92.944,101.7192,,84.4372,108.5829,100.4629,121.8066,150.9942,123.7759,140.2068,108.0406,110.5019,111.2188,103.7599,919.8135,,100.1531
09/10/2007,163.2274,195.2544,120.5859,97.004,105.3595,90.7414,105.5157,100.2408,100.1332,157.6299,135.7114,93.0139,101.6865,104.8489,84.6602,108.7166,100.5055,121.7975,151.1875,123.5268,140.5805,107.8328,110.6659,111.1187,103.7174,922.7559,,100.2085
10/10/2007,162.7743,195.6823,120.5238,96.8414,105.5749,90.5455,105.4429,100.2743,100.2488,157.4096,136.2068,93.0513,101.6913,105.3942,84.6397,108.7538,100.5314,121.8668,151.7089,124.4822,141.3485,107.9122,111.291,111.5604,103.9051,927.3786,,100.2348
11/10/2007,162.8044,196.1838,120.7512,96.6943,105.3675,89.4039,105.4705,100.1774,100.3074,157.3187,136.7095,92.4819,101.1035,105.2433,84.4354,108.7559,100.5155,121.6505,152.414,124.5777,140.9976,107.9222,110.8144,111.3287,103.8919,933.4471,,100.1674
12/10/2007,162.887,196.2789,120.4917,96.9088,105.6254,89.78,105.3967,100.3594,100.3669,157.4168,136.2638,93.0107,101.5225,105.4309,84.6077,108.8028,100.5448,122.0653,152.5977,124.7146,140.9342,107.9707,111.0935,111.2338,103.2026,932.4484,,100.3277
15/10/2007,162.7763,196.7794,120.0528,96.7328,105.6596,88.887,105.366,100.1704,100.3581,157.4309,136.7464,92.181,101.2295,105.6326,84.1733,109.2531,100.5699,122.1006,152.6788,124.9856,140.6643,107.7498,111.1001,111.5254,103.0793,936.4129,,100.1622
