,HFRXAR,HFRXCA,HFRXDS,HFRXED,HFRXEDE,HFRXEH,HFRXEHE,HFRXEHG,HFRXEHV,HFRXEMC,HFRXEMN,HFRXEW,HFRXEWC,HFRXEWE,HFRXEWG,HFRXEWJ,HFRXFIC,HFRXGL,HFRXGLC,HFRXGLCD,HFRXGLE,HFRXGLG,HFRXGLJ,HFRXM,HFRXMA,HFRXMD,HFRXME,HFRXMLP,HFRXMREG,HFRXNA,HFRXRVA,HFRXRVAE,HFRXRVMS,HFRXSDV,HFRXSS
16/03/2016,1018.47,696.69,867.12,1377.33,1289.32,1109.4,1035.1,1456.05,1081.48,1742.36,1012.14,1151.05,1216.24,1063.78,2124.42,100421.76,1843.44,1145.42,1202.24,1145.38,1045.79,2111.4,100593.55,1167.18,1756.75,1029.66,1116.44,1141.24,1248.07,1276.61,1099.06,1029.36,1719.92,1560.59,1157.86
17/03/2016,1017.6,695.31,871.29,1375.95,1287.74,1112.31,1037.43,1461.42,1084.56,1746.23,1008.3,1151.57,1216.52,1064.07,2125.04,100431.89,1841.89,1146.78,1203.33,1146.62,1046.78,2113.43,100674.84,1170.43,1757.74,1037.96,1119.48,1161.98,1250.25,1279.34,1099.8,1029.9,1721.26,1578.85,1154.52
18/03/2016,1016.48,693.78,870.59,1378.53,1290.13,1114.29,1039.3,1463.49,1087.32,1739.99,1003.95,1151.61,1216.46,1064.1,2125.1,100433.84,1840.21,1147.91,1204.39,1147.66,1047.8,2115.42,100771.05,1170.85,1761.59,1040.7,1119.76,1161.69,1251.6,1280.18,1099.54,1029.64,1721.37,1581.34,1157.65
21/03/2016,1016.12,694.81,873.86,1377.74,1289.44,1116.49,1041.33,1470.71,1088.26,1746.67,1005.36,1152.33,1217.15,1064.73,2126.47,100499.36,1842.53,1148.38,1204.84,1148.24,1048.23,2116.4,100817.09,1172.77,1758.39,1034.31,1121.47,1138.83,1254.34,1281.31,1098.3,1028.49,1719.31,1581.58,1155.45
22/03/2016,1017.58,693.62,874.86,1387.26,1298.13,1117.4,1042.18,1475.05,1088.05,1754.21,1007.86,1154.15,1219.14,1066.39,2129.99,100653.93,1843.97,1151.02,1207.7,1150.8,1050.62,2121.57,101046.98,1173.83,1757.61,1041.14,1122.38,1156.08,1256.1,1281.72,1098.69,1029.04,1720.04,1579.56,1165.88
23/03/2016,1019.74,697.07,875.39,1385.65,1296.6,1112.73,1037.87,1469.93,1082.23,1753.53,1012.7,1154.76,1219.49,1066.83,2131.22,100723.08,1846.78,1149.09,1205.46,1149.07,1048.82,2118.21,100896.31,1171.34,1762.02,1025.41,1119.86,1119.04,1254.67,1282.14,1099.51,1029.66,1721.2,1574.73,1163.72
24/03/2016,1020.29,693.81,873.2,1385.06,1296.03,1113.16,1038.24,1475.81,1080.98,1762.42,1014.28,1153.85,1218.53,1065.97,2129.49,100632.01,1843.12,1148.31,1204.64,1148.37,1048.09,2116.71,100816.68,1170.91,1763.92,1023.2,1119.4,1114.1,1253.53,1281.81,1097.03,1027.35,1718.02,1572.91,1163.92
28/03/2016,1019.83,695.21,873.41,1385.14,1296.04,1112.06,1037.19,1473.84,1079.99,1759.72,1013.84,1153.8,1218.46,1065.91,2129.27,100619.67,1844.21,1147.74,1204.03,1147.75,1047.56,2115.53,100759.69,1170.03,1764.38,1018.72,1118.61,1103.06,1253.98,1282.75,1096.67,1027.02,1717.12,1570.98,1163.91
29/03/2016,1021.36,690.95,873.01,1387.46,1297.9,1116.87,1041.35,1483.36,1083.99,1772.98,1015.91,1155.07,1219.73,1066.98,2131.4,100745.89,1841.29,1150.42,1206.69,1150.25,1049.82,2120.11,101008.56,1176.13,1767.35,1025.78,1124.42,1111.28,1254.08,1284.49,1095.41,1025.88,1716.23,1584.68,1166.64
30/03/2016,1021.82,694.88,879.28,1387.96,1298.14,1119.56,1043.59,1490.82,1085.97,1780.75,1013.7,1157.1,1221.68,1068.68,2134.96,100882.08,1847.97,1152.35,1208.53,1152.02,1051.39,2123.49,101137.24,1176.36,1766.34,1033.85,1124.61,1130.25,1256.73,1287.56,1099.01,1029.08,1720.83,1586.21,1164.6
31/03/2016,1019.4,694.55,882.86,1391.05,1300.8,1120.47,1044.29,1492.83,1086.76,1767.85,1013.23,1157.12,1221.63,1068.66,2135.02,100885.08,1845.13,1152.07,1208.14,1151.73,1051.08,2123.08,101113.93,1170.55,1765.93,1041.99,1119.32,1148.9,1257.43,1289.08,1098.58,1028.68,1719.67,1584.97,1166.62
01/04/2016,1021.08,694.04,884.04,1390.34,1299.61,1120.45,1043.87,1493.67,1086.31,1772.85,1014.81,1157.76,1221.61,1068.78,2135.51,100937.84,1847.51,1152.61,1208.01,1152.18,1051.12,2123.27,101158.68,1174.81,1766.17,1035.17,1122.31,1123.72,1258.93,1289.66,1098.59,1028.25,1720.59,1588.73,1165.32
04/04/2016,1021.0,695.18,883.99,1392.43,1301.51,1119.07,1042.53,1498.71,1082.84,1771.22,1013.7,1157.99,1221.75,1068.95,2135.9,100943.18,1848.27,1152.57,1207.85,1152.15,1051.03,2123.14,101139.67,1173.75,1768.12,1031.99,1121.37,1107.53,1259.27,1287.72,1098.91,1028.5,1721.19,1587.8,1167.66
05/04/2016,1021.08,697.06,880.96,1379.76,1289.64,1113.83,1037.62,1490.73,1077.28,1763.06,1016.1,1155.45,1218.98,1066.57,2131.12,100719.27,1845.31,1147.85,1202.82,1147.31,1046.7,2114.3,100727.66,1171.44,1767.63,1023.41,1119.13,1098.42,1255.21,1288.12,1098.76,1028.32,1720.45,1589.83,1154.61
06/04/2016,1022.53,694.95,880.93,1384.23,1293.77,1118.4,1041.84,1504.33,1079.6,1773.91,1018.6,1157.03,1220.58,1067.99,2134.09,100858.33,1845.42,1150.53,1205.57,1150.1,1049.11,2119.31,100963.48,1173.51,1769.03,1037.13,1121.07,1125.48,1257.69,1288.29,1098.74,1028.27,1720.47,1589.92,1159.63
07/04/2016,1021.75,699.57,881.16,1382.53,1292.04,1113.14,1036.83,1503.74,1072.19,1772.09,1016.83,1156.14,1219.49,1067.06,2132.39,100777.39,1845.32,1147.86,1202.62,1147.39,1046.56,2114.24,100733.34,1168.3,1769.05,1034.66,1115.97,1125.88,1253.93,1288.27,1099.5,1028.88,1720.08,1587.89,1157.62
08/04/2016,1021.01,698.89,881.63,1383.32,1292.76,1115.58,1039.09,1503.79,1076.01,1771.81,1014.85,1156.28,1219.63,1067.17,2132.64,100785.14,1845.2,1148.62,1203.41,1148.16,1047.23,2115.67,100793.67,1168.35,1770.21,1043.87,1116.01,1156.04,1253.32,1289.27,1099.01,1028.39,1718.6,1585.25,1158.29
11/04/2016,1021.61,699.8,882.81,1381.66,1291.19,1115.69,1039.17,1504.19,1075.94,1775.17,1015.69,1156.58,1219.86,1067.42,2133.18,100804.37,1846.89,1148.5,1203.21,1148.11,1047.11,2115.5,100779.12,1168.65,1769.99,1044.43,1116.27,1162.67,1253.89,1291.54,1099.56,1028.89,1719.08,1584.27,1155.94
12/04/2016,1021.61,697.0,885.99,1382.5,1291.93,1116.73,1040.11,1503.08,1078.35,1784.21,1010.97,1156.66,1219.86,1067.47,2133.33,100805.07,1849.45,1149.68,1204.35,1149.33,1048.15,2117.77,100870.93,1172.25,1771.48,1056.35,1119.67,1199.16,1253.42,1288.63,1099.62,1028.92,1719.22,1582.14,1155.56
13/04/2016,1021.29,698.78,891.16,1390.11,1299.0,1123.87,1046.77,1508.51,1087.68,1789.15,1006.96,1159.76,1223.08,1070.33,2139.18,101064.6,1854.81,1154.63,1209.5,1154.19,1052.68,2126.95,101288.66,1176.4,1770.39,1060.64,1123.59,1203.46,1259.6,1291.77,1101.23,1030.44,1721.39,1588.74,1162.06
14/04/2016,1021.73,699.73,892.46,1388.39,1297.26,1123.42,1046.25,1506.87,1087.71,1790.29,1005.29,1159.58,1222.75,1070.06,2138.85,101039.16,1856.83,1154.0,1208.7,1153.52,1052.01,2125.78,101224.67,1175.8,1771.82,1057.67,1122.91,1198.65,1259.69,1291.22,1101.17,1030.28,1721.05,1582.44,1159.56
15/04/2016,1022.05,700.28,896.18,1391.44,1300.1,1121.8,1044.69,1505.33,1086.1,1791.77,1002.35,1160.08,1223.3,1070.49,2139.75,101077.54,1858.56,1154.45,1209.2,1153.95,1052.38,2126.59,101259.58,1178.52,1771.14,1052.01,1125.5,1174.51,1259.11,1292.46,1100.35,1029.47,1720.0,1589.41,1161.5
18/04/2016,1022.35,701.14,895.76,1387.14,1296.01,1123.2,1045.97,1506.57,1087.88,1793.34,1001.64,1160.14,1223.25,1070.51,2139.83,101077.77,1860.53,1154.55,1209.18,1154.13,1052.43,2126.75,101262.94,1180.71,1772.24,1062.61,1127.57,1210.09,1259.8,1292.05,1101.04,1030.09,1719.96,1588.95,1156.78
19/04/2016,1021.56,702.38,903.81,1395.23,1303.56,1127.42,1049.86,1514.05,1092.01,1792.58,999.92,1163.26,1226.52,1073.35,2145.54,101340.98,1865.21,1158.58,1213.39,1157.96,1056.07,2134.18,101605.54,1180.65,1771.12,1080.6,1127.47,1259.66,1261.57,1294.02,1104.89,1033.66,1725.16,1591.2,1162.65
20/04/2016,1020.16,703.43,909.82,1397.08,1305.3,1127.56,1050.01,1512.91,1093.25,1794.0,993.72,1163.33,1226.63,1073.42,2145.73,101347.37,1868.91,1159.09,1213.99,1158.47,1056.55,2135.11,101649.67,1179.45,1767.58,1087.67,1126.29,1291.08,1262.1,1293.49,1105.95,1034.67,1725.83,1587.04,1162.38
21/04/2016,1019.21,704.56,917.29,1399.02,1307.02,1127.39,1049.77,1516.95,1092.25,1791.52,989.39,1163.61,1226.75,1073.59,2146.25,101362.18,1874.1,1158.86,1213.58,1158.24,1056.26,2134.68,101621.0,1174.88,1767.23,1091.72,1121.8,1306.92,1262.46,1292.66,1106.87,1035.45,1726.64,1572.97,1161.53
22/04/2016,1020.29,702.55,917.12,1402.83,1310.65,1127.29,1049.7,1514.32,1093.02,1790.26,988.48,1163.43,1226.56,1073.43,2145.82,101357.46,1874.02,1158.96,1213.7,1158.29,1056.37,2134.78,101640.79,1171.13,1770.33,1100.04,1118.13,1339.1,1260.88,1293.37,1106.92,1035.53,1726.59,1559.89,1165.82
25/04/2016,1020.69,705.22,917.37,1399.78,1307.68,1123.21,1045.8,1504.19,1089.74,1782.13,991.63,1162.98,1225.74,1072.96,2144.92,101314.29,1876.08,1156.74,1210.98,1156.13,1054.25,2130.62,101442.7,1169.06,1768.84,1092.55,1116.12,1320.77,1258.16,1293.02,1106.97,1035.51,1726.19,1554.03,1162.31
26/04/2016,1019.61,703.89,918.7,1400.24,1308.05,1125.76,1048.14,1503.77,1093.9,1783.26,989.16,1163.17,1226.15,1073.09,2145.18,101328.4,1876.36,1157.75,1212.26,1157.15,1055.14,2132.4,101528.49,1171.02,1769.41,1093.27,1117.99,1322.9,1258.46,1293.03,1106.27,1034.79,1725.34,1555.52,1162.28
27/04/2016,1020.99,705.8,920.14,1403.84,1311.36,1127.19,1049.43,1503.14,1096.07,1788.22,990.4,1165.17,1228.28,1074.89,2148.87,101495.05,1879.46,1159.85,1214.48,1159.18,1057.01,2136.25,101704.87,1174.34,1770.24,1100.98,1121.16,1347.15,1259.33,1294.39,1107.32,1035.72,1725.86,1558.69,1165.73
28/04/2016,1019.61,707.18,922.24,1402.47,1309.94,1123.86,1046.22,1503.35,1091.17,1785.44,989.69,1165.16,1228.11,1074.78,2148.76,101466.65,1880.41,1159.14,1213.56,1158.49,1056.25,2134.86,101618.51,1175.62,1769.27,1098.41,1122.3,1337.99,1261.16,1292.2,1108.47,1036.69,1727.71,1566.68,1163.35
29/04/2016,1020.07,707.9,920.54,1397.06,1304.78,1120.75,1043.27,1498.31,1087.59,1783.57,994.43,1164.22,1226.94,1073.82,2147.05,101376.75,1878.8,1156.77,1210.84,1156.15,1053.96,2130.57,101411.28,1174.41,1767.73,1097.36,1121.13,1343.82,1259.02,1292.29,1108.21,1036.33,1726.79,1566.69,1157.98
02/05/2016,1019.81,705.14,922.11,1396.83,1304.3,1121.34,1043.57,1498.8,1088.26,1784.03,994.86,1163.84,1226.13,1073.19,2146.28,101358.59,1877.09,1156.54,1210.19,1155.87,1053.47,2130.02,101404.64,1174.42,1767.93,1093.68,1120.71,1326.67,1258.84,1291.35,1106.93,1034.89,1725.97,1568.46,1157.07
03/05/2016,1020.23,706.83,920.69,1392.19,1299.98,1115.78,1038.43,1491.04,1082.2,1782.23,996.81,1162.11,1224.23,1071.59,2142.61,101207.05,1874.42,1152.46,1205.89,1151.69,1049.79,2122.04,101049.86,1171.02,1769.83,1084.61,1117.5,1308.44,1253.26,1291.25,1104.03,1032.2,1720.52,1563.37,1152.37
04/05/2016,1020.58,707.86,918.59,1390.75,1298.62,1110.75,1033.79,1478.26,1078.43,1772.29,999.01,1160.73,1222.63,1070.31,2140.06,101087.57,1873.58,1149.66,1202.81,1148.78,1047.24,2116.84,100803.66,1165.51,1769.44,1081.78,1112.28,1317.77,1249.07,1292.92,1104.06,1032.21,1719.93,1552.16,1151.61
05/05/2016,1021.87,708.47,923.68,1395.19,1302.53,1110.66,1033.5,1475.07,1078.94,1772.23,1002.19,1162.39,1224.29,1071.7,2143.09,101229.71,1875.3,1150.44,1203.51,1149.48,1047.8,2118.25,100870.13,1163.69,1770.08,1086.65,1110.4,1337.0,1248.89,1296.26,1104.79,1032.77,1720.5,1552.35,1154.53
06/05/2016,1022.12,707.03,922.94,1392.16,1299.67,1110.55,1033.36,1463.41,1082.49,1772.83,1000.85,1161.85,1223.62,1071.17,2142.09,101178.13,1874.26,1150.06,1202.98,1149.11,1047.42,2117.47,100831.79,1167.47,1772.32,1084.8,1113.94,1339.41,1247.39,1295.69,1103.33,1031.37,1718.29,1558.63,1151.36
09/05/2016,1022.21,707.73,920.6,1395.64,1302.85,1109.57,1032.39,1470.27,1078.95,1775.19,1000.72,1161.63,1223.39,1070.93,2141.66,101151.81,1873.2,1149.95,1202.87,1148.92,1047.28,2117.24,100809.39,1164.57,1771.77,1082.6,1111.14,1324.58,1245.15,1295.66,1103.26,1031.27,1718.31,1552.82,1156.25
10/05/2016,1022.34,705.79,922.08,1406.81,1313.18,1116.94,1039.17,1480.48,1086.25,1780.2,1004.96,1164.92,1226.76,1073.9,2147.78,101435.04,1872.64,1154.97,1208.02,1154.08,1051.78,2126.62,101243.1,1167.22,1771.86,1092.78,1113.6,1335.43,1248.38,1298.28,1103.15,1031.11,1718.54,1559.87,1168.26
11/05/2016,1022.92,710.59,924.92,1404.37,1310.86,1113.4,1035.91,1474.43,1082.78,1783.42,1005.78,1165.88,1227.74,1074.75,2149.55,101520.19,1877.5,1154.37,1207.37,1153.55,1051.21,2125.42,101193.91,1169.71,1771.11,1094.89,1115.95,1349.24,1249.17,1297.25,1104.93,1032.75,1719.59,1565.3,1164.36
12/05/2016,1023.99,708.72,926.58,1401.23,1307.83,1111.15,1033.68,1467.72,1081.25,1785.38,1008.15,1164.96,1226.53,1073.81,2147.83,101434.16,1877.94,1152.45,1205.13,1151.62,1049.37,2121.88,101016.93,1166.46,1771.63,1092.43,1112.75,1354.31,1246.87,1297.18,1105.02,1032.74,1720.34,1554.51,1160.12
13/05/2016,1023.01,708.21,926.6,1404.8,1311.11,1109.92,1032.41,1471.39,1078.46,1784.3,1006.79,1164.57,1226.06,1073.42,2147.09,101398.34,1876.29,1152.19,1204.77,1151.23,1049.07,2121.3,100994.15,1163.73,1771.24,1089.69,1110.06,1345.55,1244.84,1297.84,1104.47,1032.18,1719.77,1552.5,1164.15
16/05/2016,1023.16,707.25,929.43,1410.46,1316.36,1111.9,1034.23,1470.43,1081.75,1781.37,1006.07,1165.71,1227.25,1074.44,2149.22,101496.4,1877.91,1153.88,1206.53,1153.05,1050.59,2124.49,101140.01,1163.44,1772.13,1100.76,1109.76,1373.96,1246.1,1298.73,1104.33,1032.02,1719.08,1550.05,1169.37
17/05/2016,1022.46,708.08,929.6,1413.31,1318.99,1110.9,1033.26,1471.37,1080.4,1784.74,1002.44,1165.28,1226.78,1074.01,2148.42,101453.63,1877.54,1153.77,1206.37,1152.95,1050.45,2124.33,101124.25,1161.4,1770.87,1105.41,1107.76,1389.14,1244.15,1297.16,1104.17,1031.83,1718.04,1544.04,1172.54
18/05/2016,1022.47,708.18,930.64,1414.04,1319.7,1110.44,1032.66,1467.92,1080.89,1776.5,1001.34,1164.44,1225.83,1073.18,2146.87,101373.19,1878.79,1152.28,1204.72,1151.27,1049.0,2121.72,100980.67,1154.04,1772.24,1094.15,1100.52,1359.65,1244.93,1297.74,1103.68,1031.3,1717.93,1525.36,1172.91
19/05/2016,1024.36,708.59,931.0,1411.65,1317.33,1107.16,1029.45,1459.92,1078.24,1776.07,1003.69,1163.89,1225.05,1072.56,2145.82,101316.61,1880.08,1150.48,1202.57,1149.39,1047.23,2118.39,100812.7,1152.27,1772.7,1097.05,1098.67,1381.98,1242.11,1298.52,1103.68,1031.2,1717.14,1516.06,1170.05
20/05/2016,1023.74,709.6,929.82,1415.49,1320.91,1112.54,1034.51,1468.22,1083.57,1773.27,1004.38,1165.52,1226.75,1074.05,2148.82,101460.31,1880.66,1153.18,1205.42,1152.2,1049.7,2123.24,101052.48,1151.66,1773.47,1104.09,1098.1,1397.0,1245.0,1301.46,1105.14,1032.56,1719.03,1517.03,1174.85
23/05/2016,1024.2,709.15,930.12,1415.36,1320.75,1112.03,1034.0,1468.82,1082.69,1772.56,1003.83,1165.37,1226.53,1073.89,2148.55,101446.69,1879.8,1152.59,1204.73,1151.61,1049.13,2122.14,101004.27,1149.4,1777.74,1101.85,1095.89,1388.36,1244.33,1300.55,1105.18,1032.57,1719.51,1513.08,1174.47
24/05/2016,1023.8,706.62,927.28,1421.86,1326.96,1116.7,1038.28,1470.95,1089.04,1768.45,1002.91,1166.28,1227.41,1074.71,2150.22,101523.95,1879.1,1155.6,1207.84,1154.76,1051.85,2127.78,101265.35,1151.96,1778.4,1099.42,1098.16,1371.35,1247.91,1303.04,1104.36,1031.74,1719.44,1516.12,1182.95
25/05/2016,1024.45,709.53,934.67,1428.41,1333.11,1120.96,1042.29,1476.85,1093.85,1774.43,999.98,1169.59,1231.03,1077.78,2156.26,101817.48,1885.09,1159.54,1212.11,1158.86,1055.46,2134.96,101615.3,1156.05,1779.01,1105.89,1102.13,1378.2,1252.0,1304.29,1106.21,1033.47,1721.54,1525.08,1187.32
26/05/2016,1024.01,708.8,935.38,1427.82,1332.35,1120.72,1041.99,1481.27,1092.16,1775.57,999.88,1169.45,1230.64,1077.53,2156.0,101794.55,1884.6,1159.34,1211.67,1158.64,1055.18,2134.59,101589.37,1156.65,1779.26,1102.36,1102.67,1361.11,1251.73,1304.07,1105.83,1033.02,1721.6,1528.79,1186.35
27/05/2016,1023.57,708.08,942.01,1436.05,1340.34,1123.51,1044.59,1487.28,1094.4,1781.08,1000.22,1171.6,1232.97,1079.58,2159.95,101988.92,1886.98,1161.88,1214.38,1161.31,1057.53,2139.19,101817.47,1156.81,1778.63,1108.86,1102.7,1372.13,1252.4,1305.19,1105.56,1032.75,1721.07,1528.92,1192.95
31/05/2016,1024.72,709.18,945.29,1434.42,1338.72,1125.65,1046.57,1492.74,1096.05,1789.78,998.8,1171.98,1233.35,1079.88,2160.77,102020.65,1890.88,1162.08,1214.57,1161.54,1057.67,2139.65,101832.01,1154.26,1779.03,1113.35,1100.17,1390.13,1252.59,1304.41,1106.97,1034.04,1722.74,1516.71,1189.77
01/06/2016,1025.52,711.52,942.2,1438.52,1341.89,1125.6,1046.07,1491.48,1096.08,1784.12,1001.4,1172.91,1233.57,1080.26,2161.92,102095.47,1890.44,1162.89,1214.67,1162.36,1057.94,2140.54,101900.54,1153.0,1779.29,1123.86,1098.54,1422.47,1252.38,1306.66,1107.62,1034.21,1722.13,1516.75,1195.64
02/06/2016,1025.02,710.49,944.81,1443.99,1346.88,1126.75,1047.04,1496.36,1096.4,1784.88,1000.43,1174.3,1234.91,1081.43,2164.45,102200.75,1890.2,1165.06,1216.81,1164.55,1059.81,2144.51,102074.51,1156.99,1779.62,1130.62,1102.21,1432.27,1254.2,1305.9,1107.34,1033.83,1721.73,1528.59,1200.74
03/06/2016,1026.28,712.78,945.33,1443.03,1345.64,1126.85,1046.97,1507.48,1093.07,1801.3,1000.99,1174.95,1235.44,1081.87,2165.48,102238.38,1890.13,1165.14,1216.76,1164.52,1059.73,2144.51,102062.79,1156.89,1780.82,1131.16,1102.06,1429.68,1252.58,1307.56,1108.34,1034.67,1722.77,1536.2,1199.42
06/06/2016,1026.44,710.51,948.79,1446.83,1349.08,1129.73,1049.56,1511.52,1096.4,1809.6,998.18,1175.89,1236.34,1082.69,2167.27,102314.12,1891.5,1167.5,1219.1,1166.78,1061.8,2148.89,102261.03,1159.36,1780.18,1140.6,1104.32,1456.0,1252.7,1308.53,1109.19,1035.41,1724.45,1537.17,1202.31
07/06/2016,1026.52,711.36,951.22,1451.57,1353.36,1131.74,1051.35,1513.16,1098.84,1813.1,998.47,1177.93,1238.34,1084.49,2170.91,102476.54,1893.79,1170.29,1221.84,1169.39,1064.25,2153.93,102489.42,1163.12,1778.91,1147.45,1107.79,1474.28,1254.47,1309.99,1110.95,1036.98,1726.84,1546.55,1206.7
08/06/2016,1027.32,712.0,953.27,1453.75,1355.41,1132.34,1051.96,1514.87,1099.27,1816.89,997.85,1179.6,1240.14,1086.07,2174.32,102639.33,1896.71,1172.35,1224.02,1171.41,1066.16,2158.04,102685.89,1169.42,1780.26,1146.23,1113.75,1462.36,1256.96,1309.72,1111.83,1037.87,1728.55,1558.52,1208.29
09/06/2016,1026.88,713.15,955.19,1452.09,1353.84,1128.86,1048.68,1510.56,1095.33,1816.0,998.86,1179.06,1239.41,1085.47,2173.17,102575.55,1896.32,1170.41,1221.89,1169.56,1064.33,2154.31,102502.39,1167.02,1779.9,1142.95,1111.41,1457.87,1254.15,1309.57,1111.42,1037.37,1727.5,1558.0,1205.64
10/06/2016,1026.72,715.81,955.53,1446.88,1349.08,1120.37,1040.85,1499.02,1086.5,1813.11,997.13,1176.9,1237.08,1083.5,2169.28,102399.76,1896.69,1166.12,1217.4,1165.39,1060.46,2146.38,102142.17,1163.35,1778.95,1130.13,1107.94,1429.11,1249.29,1308.11,1111.47,1037.39,1727.38,1553.46,1199.64
13/06/2016,1025.31,714.75,953.16,1445.56,1347.74,1113.08,1034.12,1488.12,1079.05,1801.06,997.41,1174.42,1234.47,1081.17,2164.47,102177.29,1892.0,1162.52,1213.68,1161.9,1057.16,2139.51,101823.75,1158.3,1777.44,1121.68,1103.12,1410.52,1244.49,1306.5,1110.65,1036.57,1726.8,1549.82,1199.16
14/06/2016,1025.99,713.32,956.04,1446.67,1348.85,1108.98,1030.23,1478.94,1075.91,1797.6,996.33,1173.82,1233.83,1080.61,2163.42,102116.59,1892.58,1161.34,1212.44,1160.77,1056.07,2137.32,101713.01,1158.29,1777.4,1115.24,1103.08,1390.82,1242.87,1305.9,1109.91,1035.87,1726.53,1549.24,1199.24
15/06/2016,1026.71,715.97,955.21,1449.43,1351.41,1109.96,1031.26,1481.64,1076.57,1802.06,995.92,1174.76,1234.92,1081.53,2165.43,102221.18,1893.91,1162.24,1213.49,1161.68,1056.95,2139.22,101814.58,1157.89,1778.68,1118.35,1102.78,1400.9,1244.57,1307.88,1110.25,1036.25,1725.87,1548.44,1202.66
16/06/2016,1027.25,714.43,952.83,1445.24,1347.43,1107.14,1028.5,1475.75,1074.26,1801.73,995.47,1173.44,1233.4,1080.21,2162.77,102088.06,1891.85,1160.79,1211.84,1160.27,1055.52,2136.34,101673.55,1160.03,1779.44,1117.65,1104.67,1400.52,1241.85,1305.67,1109.82,1035.73,1725.67,1553.77,1198.88
17/06/2016,1025.79,716.14,954.63,1447.52,1349.38,1107.2,1028.56,1472.67,1075.41,1793.92,994.53,1173.74,1233.58,1080.4,2163.2,102105.74,1892.5,1160.76,1211.71,1160.24,1055.43,2136.28,101665.1,1157.04,1778.62,1121.04,1101.78,1413.82,1244.52,1305.15,1109.91,1035.74,1724.82,1549.96,1200.75
20/06/2016,1025.89,714.7,957.5,1454.78,1355.93,1111.34,1032.35,1474.91,1080.62,1793.55,996.53,1175.77,1235.54,1082.18,2166.72,102264.4,1894.42,1163.65,1214.52,1163.02,1057.97,2141.56,101895.87,1154.95,1779.81,1123.27,1099.76,1417.8,1245.96,1307.49,1111.72,1037.34,1728.56,1543.76,1207.74
21/06/2016,1024.89,714.25,958.53,1453.18,1354.54,1111.1,1032.01,1475.55,1080.34,1795.24,993.98,1174.74,1234.42,1081.22,2164.78,102176.75,1895.12,1162.69,1213.48,1162.17,1057.07,2139.8,101812.57,1151.37,1778.5,1127.85,1096.31,1443.34,1245.74,1303.9,1112.15,1037.72,1728.82,1533.33,1205.54
22/06/2016,1024.51,716.44,961.12,1452.35,1353.82,1111.45,1032.5,1479.28,1079.79,1796.89,993.3,1175.2,1235.09,1081.74,2165.86,102231.55,1897.5,1162.58,1213.58,1162.02,1057.09,2139.82,101820.73,1150.31,1778.2,1126.27,1095.48,1439.9,1247.06,1303.74,1112.74,1038.36,1729.16,1530.81,1203.55
23/06/2016,1025.72,714.32,966.5,1459.65,1360.08,1118.69,1038.98,1485.92,1088.53,1805.36,992.74,1177.71,1237.28,1083.78,2170.11,102432.01,1902.68,1166.68,1217.37,1165.97,1060.54,2147.02,102154.6,1152.36,1778.76,1137.9,1097.25,1469.4,1251.26,1304.55,1112.82,1038.21,1729.29,1522.74,1209.58
24/06/2016,1023.85,713.8,956.28,1443.91,1346.0,1094.86,1016.67,1456.37,1063.09,1785.78,986.06,1168.82,1228.22,1075.7,2153.88,101686.52,1888.45,1154.33,1204.79,1153.92,1049.36,2123.52,101123.72,1146.06,1778.41,1113.0,1091.07,1423.72,1238.3,1298.74,1110.0,1035.68,1725.59,1533.59,1196.0
27/06/2016,1022.38,713.57,953.25,1429.01,1331.9,1084.24,1006.36,1457.14,1047.02,1795.38,987.21,1164.87,1223.94,1071.88,2145.61,101351.13,1886.02,1148.39,1198.46,1147.92,1043.72,2110.77,100624.59,1150.8,1772.54,1092.91,1095.41,1369.63,1233.1,1292.8,1108.19,1033.86,1723.87,1544.86,1180.56
28/06/2016,1021.94,708.69,956.31,1434.57,1337.16,1093.75,1015.42,1476.79,1054.93,1808.54,988.44,1167.06,1226.1,1073.95,2150.11,101523.55,1884.27,1152.87,1202.96,1152.44,1047.9,2120.03,100982.97,1155.42,1773.4,1117.26,1099.9,1426.82,1237.76,1292.7,1106.86,1032.63,1721.68,1555.12,1185.57
29/06/2016,1022.01,709.94,957.61,1448.22,1349.73,1106.05,1026.88,1504.36,1064.73,1814.82,987.85,1172.5,1231.57,1078.85,2160.98,101952.15,1887.14,1161.64,1211.84,1161.14,1055.8,2137.58,101688.24,1164.36,1774.96,1136.96,1108.31,1451.43,1247.93,1295.26,1108.87,1034.38,1724.21,1577.1,1200.41
30/06/2016,1022.94,712.5,962.48,1454.11,1355.21,1109.1,1029.65,1498.38,1070.97,1820.43,988.78,1175.6,1234.86,1081.67,2167.43,102206.83,1892.14,1164.37,1214.73,1163.77,1058.24,2143.26,101913.54,1165.76,1779.78,1137.36,1109.6,1453.94,1250.87,1298.41,1109.97,1035.37,1725.19,1578.35,1204.94
01/07/2016,1023.03,714.23,963.69,1461.23,1360.96,1114.0,1033.51,1506.86,1075.52,1826.62,989.33,1178.76,1237.82,1083.89,2172.65,102471.75,1895.77,1168.78,1218.9,1168.16,1061.55,2151.01,102286.68,1170.68,1780.71,1142.57,1113.57,1457.2,1256.67,1299.58,1111.91,1036.53,1728.01,1590.55,1212.4
